"#Table S1. Description of the data included in MATEdb. Phylum, Subphylum, Class, Subclass, Superorder, Order, Family, Genus and Species_or_Subspecies correspond to those taxonomic levels using the information from NCBI Taxonomy and curating it when required. NCBI_Taxonomy_ID stands for NCBI's Taxonomy ID. Code corresponds to a four letter plus one number code used for each dataset. The same four letters are used when a specie comprises more than one dataset and the number is changed. Genome_or_Transcriptome for whether the data corresponds to a genome or a transcriptome, Sequencing_Technology to describe the sequencing technology used to generate te data. Database corresponds to the source of the raw data and Accession_Number refers to the accession number in the aforementioned database. Reference contains the publication where the generation of the data is described. Alternative_repository refers to any other source with additional information for that given dataset. BUSCO_Database refers to the database used to quantify completeness metrics. Trinity_C_plus_F Trinity_C Trinity_S Trinity_D Trinity_F Trinity_M each refer to the complete plus fragmented genes, complete, single copy, duplicated, fragmented an missing genes as determined by BUSCO in the assemblies produced by Trinity. Filtered_C_plus_F Filtered_C Filtered_S Filtered_D Filtered_F Filtered_M refer to the aforementioned parameters after filtering the data using BlobTools. Protein_Number refers to the number of proteins identified by TransDecoder, C_plus_F C S D F M refere to the same parameters previously described as part of BUSCO's output and Eggnog refers the the number of proteins whose annotation was possible using eggNOG-mapper. Fields # contigs (>= 0 bp), # contigs (>= 1000 bp), # contigs (>= 5000 bp), # contigs (>= 10000 bp), # contigs (>= 25000 bp), # contigs (>= 50000 bp), Total length (>= 0 bp), Total length (>= 1000 bp), Total length (>= 5000 bp), Total length (>= 10000 bp), Total length (>= 25000 bp), Total length (>= 50000 bp), # contigs, Largest contig, Total length, GC (%), N50, N75, L50, L75 and # N's per 100 kbp describe the basic statistics calculated using QUAST for all the genomic datasets in the database. The fields # Transcripts and # Longest isoforms are calculated for the transcriptomes in the database."																																																												
																																																												
Phylum	Subphylum	Class	Subclass	Superorder	Order	Family	Genus	Species_or_Subspecies	NCBI_Taxonomy_ID	Code	Genome_or_Transcriptome	Sequencing_Technology	Database	Accession_Number	Reference	Alternative_repository	BUSCO_Database	Trinity_C_plus_F	Trinity_C	Trinity_S	Trinity_D	Trinity_F	Trinity_M	Filtered_C_plus_F	Filtered_C	Filtered_S	Filtered_D	Filtered_F	Filtered_M	Protein_Number	C_plus_F	C	S	D	F	M	Eggnog	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp	# Transcripts	# Longest isoforms
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Curculionidae	Dendroctonus	Dendroctonus ponderosae	77166	DPON1	Genome	Illumina HiSeq	NCBI Genome	PRJNA360270	doi: 10.1186/gb-2013-14-3-r27		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	13021	98.5	97.9	91.3	6.6	0.6	1.5	11899	8188	8188	2971	1928	939	582	252847629	252847629	241306412	233727014	218225369	205790880	8188	4163268	252847629	35.91	628732	97433	87	348	20180.91	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Derodontidae	Laricobius	Laricobius nigrinus	866890	LNIG1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR2083682	The 1KITE project: evolution of insects		arthropoda_odb10	96	94.4	9.4	85	1.6	4	96.8	94.1	55.3	38.8	2.7	3.2	13131	95.6	92.6	91.9	0.7	3	4.4	10800	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	80325	13131
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Dytiscidae	Cybister	Cybister japonicus	398594	CJAP1	Transcriptome	Illumina HiSeq 4000	NCBI SRA	SRR5182815			arthropoda_odb10	94	91.9	62.4	29.5	2.1	6	98.3	95.8	65.1	30.7	2.5	1.7	15516	92.6	90.1	89.1	1	2.5	7.4	11665	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	104116	15516
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Gyrinidae	Gyrinus	Gyrinus marinus	1323538	GMAR2	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921604			arthropoda_odb10	90	83.1	44.4	38.7	6.9	10	94	86.3	46	40.3	7.7	6	12996	85.2	77.7	76.6	1.1	7.5	14.8	10686	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62880	12996
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Hydrochidae	Hydrochus	Hydrochus megaphallus	992381	HMEG1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR2083675	The 1KITE project: evolution of insects		arthropoda_odb10	98.1	95.8	8.1	87.7	2.3	1.9	98.6	94	21.6	72.4	4.6	1.4	35459	98.2	93.6	65.1	28.5	4.6	1.8	23630	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	159787	35459
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Hydroscaphidae	Hydroscapha	Hydroscapha redfordi	931173	HRED1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR2083676	The 1KITE project: evolution of insects                                                                                            		arthropoda_odb10	95.2	93.9	12.1	81.8	1.3	4.8	96.6	93.7	62.7	31	2.9	3.4	13697	91.9	88.9	87.8	1.1	3	8.1	11051	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63509	13697
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Lampyridae	Photinus	Photinus pyralis	7054	PPYR3	Genome	Illumina HiSeq; PacBio RS II	Uniprot	UP000327044/GCA_008802855.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	14951	96.4	96	92.5	3.5	0.4	3.6	13277	2160	977	544	464	265	134	471511253	470781313	469945313	469367791	465947653	461406013	1867	70905644	471382560	36.41	47017841	28664792	5	8	166.61	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Lepiceridae	Lepicerus	Lepicerus sp. AD-2013	1323565	LEPI1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921609			arthropoda_odb10	94.5	90.4	24.3	66.1	4.1	5.5	97.3	91.1	20.8	70.3	6.2	2.7	27710	89.8	80.6	66.6	14	9.2	10.2	20513	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	183608	27710
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Micromalthidae	Micromalthus	Micromalthus debilis	292448	MDEB1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR2083695	The 1KITE project: evolution of insects		arthropoda_odb10	91.4	85.4	16.7	68.7	6	8.6	89.6	81.1	63	18.1	8.5	10.4	14740	88.8	80.4	79.6	0.8	8.4	11.2	9973	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	90526	14740
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Scarabaeidae	Onthophagus	Onthophagus taurus	166361	OTAU1	Genome	Illumina	NCBI Genome	GCF_000648695.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	14537	96.4	96.3	91.3	5	0.1	3.6	13267	5821	5780	2616	1762	1242	935	267079363	267040274	259129919	253284016	245064137	233981775	5821	4934794	267079363	33.09	337157	115783	160	507	2080.92	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Scirtidae	Contacyphon	Contacyphon laevipennis	1612340	CLAE1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR2083653	The 1KITE project: evolution of insects		arthropoda_odb10	93	87.6	16.1	71.5	5.4	7	92.6	82.9	29.5	53.4	9.7	7.4	15541	91.2	81.7	79.9	1.8	9.5	8.8	11852	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	138055	15541
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Silphidae	Nicrophorus	Nicrophorus vespilloides	110193	NVES1	Genome	Illumina HiSeq 2000; PacBio RS II	NCBI Genome	PRJNA339573	doi: 10.1093/gbe/evv194.		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	12642	95.5	95.5	91.7	3.8	0	4.5	11590	4650	4648	3333	2678	1685	959	195273382	195271462	191990594	187188261	170726827	144793511	4650	1795199	195273382	31.85	122407	48496	344	993	1648.49	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Tenebrionidae	Tribolium	Tribolium castaneum	7070	TCAS1	Genome	Sanger; Illumina LDJ	NCBI Genome	GCF_000002335.3			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	12875	87.2	86.7	79.2	7.5	0.5	12.8	11457	2081	1543	399	238	107	76	165928604	165474956	163409225	162274019	160278993	159252095	2062	31381287	165921341	33.86	15265516	10086398	5	8	8145.5	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Dermaptera	Apachyidae	Apachyus	Apachyus charteceus	1323532	ACHA1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921565			arthropoda_odb10	90.1	80.4	64.5	15.9	9.7	9.9	92.5	81.9	65.5	16.4	10.6	7.5	15135	89.2	78.6	77.6	1	10.6	10.8	12819	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	83617	15135
Arthropoda	Hexapoda	Insecta	Pterygota	-	Dermaptera	Forficulidae	Forficula	Forficula auricularia	13068	FAUR1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	ERR2017929			arthropoda_odb10	90.9	86.8	72	14.8	4.1	9.1	93.2	88.5	72.9	15.6	4.7	6.8	11568	91	86.2	84.4	1.8	4.8	9	9874	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43555	11568
Arthropoda	Hexapoda	Insecta	Pterygota	-	Diptera	Chloropidae	Lipara	Lipara lucens	1323540	LLUC1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921612			arthropoda_odb10	94.6	92.9	68.5	24.4	1.7	5.4	97.4	96.2	71.4	24.8	1.2	2.6	14961	92.6	91.3	89.7	1.6	1.3	7.4	12992	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	85552	14961
Arthropoda	Hexapoda	Insecta	Pterygota	-	Diptera	Culicidae	Aedes	Aedes aegypti	7159	AAEG1	Genome	PacBio	NCBI Genome	GCF_002204515.2	https://www.nature.com/articles/s41586-018-0692-z#Sec8		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	14626	95.3	94.9	85.4	9.5	0.4	4.7	13968	2309	2303	2180	2101	1552	381	1278715314	1278712314	1278421051	1277841653	1267293472	1228131810	2309	474425716	1278715314	38.18	409777670	310827022	2	3	1.79	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Diptera	Culicidae	Anopheles	Anopheles gambiae	7165	AGAM2	Genome		Uniprot	UP000007062			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	15553	99.4	99.2	86.3	12.9	0.2	0.6	14388	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Diptera	Culicidae	Anopheles	Anopheles merus	30066	AMER1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR2932594			arthropoda_odb10	92.8	90.9	66.2	24.7	1.9	7.2	97.2	94.9	69.9	25	2.3	2.8	13268	89.5	87	85.9	1.1	2.5	10.5	11585	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48189	13268
Arthropoda	Hexapoda	Insecta	Pterygota	-	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	7227	DMEL1	Genome		Uniprot	UP000000803/GCA_000001215.4			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	13821	99.9	99.9	99.1	0.8	0	0.1	12583	1869	1867	172	119	43	18	143706478	143705370	140593242	140264371	139196077	138340798	1869	32079331	143706478	42.01	25286936	23542271	3	4	802.31	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Diptera	Drosophilidae	Drosophila	Drosophila pseudoobscura	7237	DPSE1	Genome	PacBio Sequel	NCBI Genome	GCF_009870125.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	14343	96.4	96.3	91.1	5.2	0.1	3.6	13365	69	69	54	50	49	39	163266851	163266851	163220741	163195393	163178530	162774944	69	68158638	163266851	45.12	32422566	30706867	2	3	4.9	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Diptera	Ephydridae	Cirrula	Cirrula hians	1577616	EHIA1	Transcriptome	Illumina GA	NCBI SRA	SRR1738666			arthropoda_odb10	93.4	90.6	58.3	32.3	2.8	6.6	97.1	94.5	61.9	32.6	2.6	2.9	13505	87.4	84.9	83.3	1.6	2.5	12.6	11905	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57340	13505
Arthropoda	Hexapoda	Insecta	Pterygota	-	Diptera	Ephydridae	Scatella	Scatella stagnalis	1690357	SSTA1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR11658065			arthropoda_odb10	96.5	96.1	24.1	72	0.4	3.5	99.4	98.9	25	73.9	0.5	0.6	28838	92.4	88.1	75.3	12.8	4.3	7.6	19617	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	262001	28838
Arthropoda	Hexapoda	Insecta	Pterygota	-	Diptera	Sciaridae	Bradysia	Bradysia coprophila	38358	BCOP1	Genome	Illumina HiSeq; PacBio RS II; Oxford Nanopore MinION; BioNano Genomics Irys	NCBI Genome	GCF_014529535.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	16546	95	94.9	89.5	5.4	0.1	5	14697	742	741	713	646	313	156	309728657	309727986	309645130	309115939	303401218	298050531	742	23039227	309728657	35.54	6790317	3412285	14	29	2514.99	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Embioptera	Oligotomidae	Aposthonia	Aposthonia japonica	911381	AJAP1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921566			arthropoda_odb10	87.2	78.6	64.2	14.4	8.6	12.8	91.4	80.8	63.7	17.1	10.6	8.6	21165	90.7	80	78.5	1.5	10.7	9.3	15562	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	146748	21165
Arthropoda	Hexapoda	Insecta	Pterygota	-	Ephemeroptera	Baetidae	Baetis	Baetis sp. AD-2013	1476881	BAET1	Transcriptome	llumina HiSeq 2000	NCBI SRA	SRR921569			arthropoda_odb10	95.3	92.3	33.1	59.2	3	4.7	98.1	94.3	30	64.3	3.8	1.9	18803	91.9	87.1	82	5.1	4.8	8.1	14519	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	67925	18803
Arthropoda	Hexapoda	Insecta	Pterygota	-	Ephemeroptera	Baetidae	Cloeon	Cloeon dipterum	197152	CDIP1	Genome	Illumina HiSeq 2500; NanoPore	NCBI Genome	GCA_902829235.1	https://www.nature.com/articles/s41467-020-16284-8		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	16276	98.2	96.9	94.5	2.4	1.3	1.8	12175	1395	1395	1228	1064	771	586	180286980	180286980	179784416	178536279	173803976	167137512	1395	3502301	180286980	39.94	461411	177262	91	253	10.22	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	7029	APIS2	Genome	Illumina HiSeq	Uniprot	UP000007819/GCA_000142985.2			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	35816	98.5	97.8	93	4.8	0.7	1.5	21402	23924	12969	3625	2354	1781	1364	541675471	532843107	514511039	505729963	497048663	480986949	23452	3073041	541490866	29.76	518681	191832	279	713	7716.52	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hemiptera	Cercopidae	Cercopis	Cercopis vulnerata	279269	CVUL1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921578			arthropoda_odb10	92.5	87.4	70.6	16.8	5.1	7.5	95.7	89.5	71.2	18.3	6.2	4.3	15680	94.3	88.1	87.2	0.9	6.2	5.7	12702	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	75632	15680
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hemiptera	Cimicidae	Cimex	Cimex lectularius	79782	CLEC1	Genome	Illumina	NCBI Genome	GCF_000648675.2			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	11949	93.4	93.2	87.5	5.7	0.2	6.6	10518	1573	1102	638	568	530	511	510833625	510531128	509612414	509115232	508547791	507844985	1461	6600950	510788938	34.82	1637644	970605	100	198	90.34	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hemiptera	Corixidae	Trichocorixa	Trichocorixa calva	1585305	TRCA1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR1821975			arthropoda_odb10	96.3	94.9	40.3	54.6	1.4	3.7	98.6	97.3	43.5	53.8	1.3	1.4	13748	94.8	93.5	92.5	1	1.3	5.2	11349	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	104046	13748
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hemiptera	Delphacidae	Nilaparvata	Nilaparvata lugens	108931	NLUG1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921622			arthropoda_odb10	95	91.6	55.1	36.5	3.4	5	98.1	94.6	57.4	37.2	3.5	1.9	18713	96.7	93.2	91.1	2.1	3.5	3.3	14077	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	95031	18713
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hemiptera	Gerridae	Gerris	Gerris buenoi	56086	GBUE1	Transcriptome	Illumina HiSeq 4000	NCBI SRA	ERR2860623			arthropoda_odb10	92.1	89.6	64.2	25.4	2.5	7.9	95.8	93	66.9	26.1	2.8	4.2	11951	94.2	91.3	90.8	0.5	2.9	5.8	9966	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	85142	11951
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hemiptera	Miridae	Notostira	Notostira elongata	537464	NELO1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921623			arthropoda_odb10	88.9	80.2	60.1	20.1	8.7	11.1	92.9	83.3	59.8	23.5	9.6	7.1	18086	91.7	82.1	79.8	2.3	9.6	8.3	13541	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	64354	18086
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hemiptera	Reduviidae	Rhodnius	Rhodnius prolixus	13249	RPRO1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR2001240			arthropoda_odb10	95.6	94.3	48.7	45.6	1.3	4.4	98.3	96.9	54.1	42.8	1.4	1.7	11522	88.8	87.2	86.8	0.4	1.6	11.2	9715	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	91338	11522
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hymenoptera	Apidae	Apis	Apis mellifera	7460	AMEL3	Genome	PacBio; 10X Chromium; Phase Genomics HiC; Bionano	Uniprot	UP000005203			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	9971	99.3	99.2	98.9	0.3	0.1	0.7	9307	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hymenoptera	Braconidae	Fopius	Fopius arisanus	64838	FARI1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1560649			arthropoda_odb10	94.7	94.7	26.9	67.8	0	5.3	99.4	99.4	29.1	70.3	0	0.6	9179	60.3	59.8	58.8	1	0.5	39.7	7929	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57046	9179
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hymenoptera	Chrysididae	Chrysis	Chrysis viridula	212616	CVIR1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921581			arthropoda_odb10	94.1	90.5	43.1	47.4	3.6	5.9	96.7	91.9	45.8	46.1	4.8	3.3	13921	78	72.7	71.4	1.3	5.3	22	10896	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60047	13921
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hymenoptera	Formicidae	Nylanderia	Nylanderia fulva	613905	NFUL1	Genome	Illumina MiSeq; Illumina TruSeq Synthetic Long-Read; Oxford Nanopore MinION; PacBio Sequel	NCBI Genome	GCF_005281655.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	15280	94.3	94	88.6	5.4	0.3	5.7	13891	2869	2869	2857	2762	2029	1300	375107333	375107333	375062382	374347419	361423765	335414877	2869	5845509	375107333	35.18	443094	116449	131	586	487.62	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Hymenoptera	Pteromalidae	Nasonia	Nasonia vitripennis	7425	NVIT1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1262367			arthropoda_odb10	93.7	92.9	51.9	41	0.8	6.3	98.3	97.2	56.5	40.7	1.1	1.7	11415	83	81.5	80.1	1.4	1.5	17	9697	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45988	11415
Arthropoda	Hexapoda	Insecta	Pterygota	-	Mecoptera	Boreidae	Boreus	Boreus hyemalis	185833	BHYE1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921574			arthropoda_odb10	94	92.2	51	41.2	1.8	6	98.2	95.4	55.8	39.6	2.8	1.8	16251	93.6	90.9	89.8	1.1	2.7	6.4	13128	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	90663	16251
Arthropoda	Hexapoda	Insecta	Pterygota	-	Odonata	Coenagrionidae	Ischnura	Ischnura senegalensis	126660	ISEN1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR11658066			arthropoda_odb10	96.8	96.3	34.2	62.1	0.5	3.2	99	98.2	35.8	62.4	0.8	1	43943	88.5	87.5	85.5	2	1	11.5	14335	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	778402	43943
Arthropoda	Hexapoda	Insecta	Pterygota	-	Odonata	Cordulegastridae	Cordulegaster	Cordulegaster boltonii	126173	CBOL1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921583			arthropoda_odb10	90.3	81.9	57.7	24.2	8.4	9.7	94.3	85	62.2	22.8	9.3	5.7	16966	90.7	81.3	80.6	0.7	9.4	9.3	13213	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	67410	16966
Arthropoda	Hexapoda	Insecta	Pterygota	-	Orthoptera	Acrididae	Locusta	Locusta migratoria manilensis	229990	LMIG1	Transcriptome	Illumina GAII	NCBI SRA	SRR2037099			arthropoda_odb10	93.4	91.4	54.4	37	2	6.6	97.5	95.1	58.4	36.7	2.4	2.5	14562	94.2	91.6	90.4	1.2	2.6	5.8	11232	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	89540	14562
Arthropoda	Hexapoda	Insecta	Pterygota	-	Orthoptera	Gryllotalpidae	Gryllotalpa	Gryllotalpa sp. AD-2013	1323563	GRYL1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921602			arthropoda_odb10	89.6	82.2	56.9	25.3	7.4	10.4	92.1	81.8	55.4	26.4	10.3	7.9	17217	88.4	77.6	75.8	1.8	10.8	11.6	12128	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	106278	17217
Arthropoda	Hexapoda	Insecta	Pterygota	-	Orthoptera	Tetrigidae	Tetrix	Tetrix subulata	288127	TSUB1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921646			arthropoda_odb10	92.3	87.2	64.1	23.1	5.1	7.7	95.2	89.1	65.9	23.2	6.1	4.8	19405	93.1	86.9	84.9	2	6.2	6.9	15722	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	74625	19405
Arthropoda	Hexapoda	Insecta	Pterygota	-	Phasmatodea	Heteropterygidae	Aretaon	Aretaon asperrimus	173775	AASP1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR1172270			arthropoda_odb10	96.3	94.5	53.3	41.2	1.8	3.7	98.4	96.9	55.6	41.3	1.5	1.6	14294	94.9	93.2	92.2	1	1.7	5.1	11066	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	113078	14294
Arthropoda	Hexapoda	Insecta	Pterygota	-	Phasmatodea	Timematidae	Timema	Timema californicum	61474	TCAL1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR13084980			arthropoda_odb10	91.8	85.3	56.5	28.8	6.5	8.2	94.9	87.6	59.5	28.1	7.3	5.1	19551	93.1	85.7	85.1	0.6	7.4	6.9	14790	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	210852	19551
Arthropoda	Hexapoda	Insecta	Pterygota	-	Plecoptera	Perlidae	Flavoperla	Flavoperla sp. YW-2014	1471781	FLAV1	Transcriptome	llumina HiSeq 2000	NCBI SRA	SRR1185927 + SRR1185928			arthropoda_odb10	85.3	73.3	49.1	24.2	12	14.7	89.7	75.4	47	28.4	14.3	10.3	17214	87.8	73.5	70.6	2.9	14.3	12.2	14035	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	102149	17214
Arthropoda	Hexapoda	Insecta	Pterygota	-	Siphonaptera	Ceratophyllidae	Ceratophyllus	Ceratophyllus gallinae	217689	CGAL1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921577			arthropoda_odb10	94.7	92.9	56.6	36.3	1.8	5.3	97.7	96.1	59.1	37	1.6	2.3	11908	87.1	85.5	84.5	1	1.6	12.9	10025	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40978	11908
Arthropoda	Hexapoda	Insecta	Pterygota	-	Siphonaptera	Pulicidae	Ctenocephalides	Ctenocephalides felis	7515	CFEL1	Genome	PacBio Sequel	NCBI Genome	GCF_003426905.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	18878	96.1	95.4	57.9	37.5	0.7	3.9	17156	3733	3733	3728	3679	1484	339	775452550	775452550	775430211	775017087	734089080	696327452	3733	187887292	775452550	29.46	71713785	46735595	4	7	1499.21	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Strepsiptera	Mengenillidae	Mengenilla	Mengenilla moldrzyki	1155016	MMOL1	Genome	Illumina HiSeq 2000	http://doi.org/10.5061/dryad.ts058.1	PRJNA72521	https://doi.org/10.1016/j.cub.2012.05.018		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	13296	83.1	63.2	62.9	0.3	19.9	16.9	11513	94953	34436	7534	1936	77	1	155727465	127728262	66407224	27943160	2316498	50027	56202	50027	142941832	28.6	4567	2066	8595	20184	0.25	-	-
